id,name,description,material_category_id,alternative_names,scientific_name,distribution,variation_name,custom_id,version,is_verified,source,ingredients,created_at,updated_at,created_by
3521,Bubinga,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,e03830ff-2b08-47f2-9045-6a2b92710076,1,false,Idemat 2025,,2025-07-29 14:53:24.197326,2025-07-29 14:53:24.197335,
3522,Bubinga,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,8c8ce745-132d-4176-b0db-f13cb0cdaf19,1,false,Idemat 2025,,2025-07-29 14:53:24.752683,2025-07-29 14:53:24.75269,
3523,Cedar  American,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,cc27c3e3-2128-43ea-94c7-38571a54fb1f,1,false,Idemat 2025,,2025-07-29 14:53:25.275951,2025-07-29 14:53:25.275963,
3524,Cedar  American,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,8c43c693-ed51-4ab4-b234-25da4beda698,1,false,Idemat 2025,,2025-07-29 14:53:25.737091,2025-07-29 14:53:25.737097,
3525,Chestnut,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,35ce4cb7-c56d-412a-afe2-056fb2b5bf9f,1,false,Idemat 2025,,2025-07-29 14:53:26.236076,2025-07-29 14:53:26.236081,
3526,Cordia,"Material from Idemat 2025 dataset - ",124,,,FCS/PEFC,,a5939fe1-e1ec-4bf6-acca-32e50f7a47d4,1,false,Idemat 2025,,2025-07-29 14:53:26.752276,2025-07-29 14:53:26.752281,
3527,Cordia,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,07e0859f-73cc-4bf2-b6f5-2762ca1a2916,1,false,Idemat 2025,,2025-07-29 14:53:27.231141,2025-07-29 14:53:27.231147,
3528,Idigbo,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,4cc331ec-9ff4-4fe6-8df8-db96dc3fc1fa,1,false,Idemat 2025,,2025-07-29 14:53:27.696001,2025-07-29 14:53:27.69601,
3529,Idigbo,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,f8b6556f-1caa-4729-b2fb-ec7fa94f4200,1,false,Idemat 2025,,2025-07-29 14:53:28.186818,2025-07-29 14:53:28.186825,
3530,Mahogany,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,58cf210e-cf4e-4117-8fa7-87e39784adae,1,false,Idemat 2025,,2025-07-29 14:53:28.676552,2025-07-29 14:53:28.676562,
3531,Mahogany,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,4d19a8e5-18d4-4d6b-a87e-fdd1b7872303,1,false,Idemat 2025,,2025-07-29 14:53:29.211609,2025-07-29 14:53:29.211622,
3532,Meranti,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,c7b85a0e-aca6-4955-91c4-2fd04f302600,1,false,Idemat 2025,,2025-07-29 14:53:29.806136,2025-07-29 14:53:29.806142,
3533,Meranti,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,b7f3aa74-fc3f-4a11-8b86-b3cc19ae3066,1,false,Idemat 2025,,2025-07-29 14:53:30.406693,2025-07-29 14:53:30.406765,
3534,Merbau,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,440f39c7-b576-491c-a5ab-ce3c7b273c80,1,false,Idemat 2025,,2025-07-29 14:53:30.950792,2025-07-29 14:53:30.950797,
3535,Merbau,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,2aa5f0b7-9b61-4429-a8d3-4888fef75b30,1,false,Idemat 2025,,2025-07-29 14:53:31.530132,2025-07-29 14:53:31.53014,
3536,Oak European,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,833897d8-5dba-41df-9d65-b6c9cfadf1f0,1,false,Idemat 2025,,2025-07-29 14:53:32.093267,2025-07-29 14:53:32.093277,
3537,Purpleheart,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,236f7c3d-7a2b-4870-a8b5-d1892343fe98,1,false,Idemat 2025,,2025-07-29 14:53:32.611362,2025-07-29 14:53:32.611371,
3538,Purpleheart,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,d1b7e3ab-4ac6-4cce-be60-abec1e08b3b9,1,false,Idemat 2025,,2025-07-29 14:53:33.177156,2025-07-29 14:53:33.177165,
3539,Red Cedar Western,"Material from Idemat 2025 dataset - ",106,,,,,075fa090-e222-43f3-bacb-95adb441eb72,1,false,Idemat 2025,,2025-07-29 14:53:33.747806,2025-07-29 14:53:33.747811,
3540,Utile (Sipo),"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,e9ac4ca0-f192-4076-94b9-3aa968aad18d,1,false,Idemat 2025,,2025-07-29 14:53:34.276029,2025-07-29 14:53:34.276039,
3541,Utile (Sipo),"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,0ad4fc3b-4e0c-43c7-9f4d-70c397af02ba,1,false,Idemat 2025,,2025-07-29 14:53:34.842276,2025-07-29 14:53:34.842291,
3542,Wengé,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,e55dddbc-aacb-4fb5-bdad-1b8659b7977d,1,false,Idemat 2025,,2025-07-29 14:53:35.410286,2025-07-29 14:53:35.410298,
3543,Wengé,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,1080d1e5-6b01-4eb1-aeca-f83f7320afa8,1,false,Idemat 2025,,2025-07-29 14:53:35.957572,2025-07-29 14:53:35.957578,
3544,Carapa,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,0a5887b1-fabb-45dd-ad81-7cece13134fd,1,false,Idemat 2025,,2025-07-29 14:53:36.48681,2025-07-29 14:53:36.486816,
3545,Carapa,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,956c7c63-d199-45d4-a12a-429eb9b2a01e,1,false,Idemat 2025,,2025-07-29 14:53:37.222697,2025-07-29 14:53:37.222703,
3546,Dibetou FSC/PEFC550 (kg/m3),"Material from Idemat 2025 dataset - ",124,,,,,c7676775-733f-434d-9d39-847889823ad8,1,false,Idemat 2025,,2025-07-29 14:53:37.805554,2025-07-29 14:53:37.80556,
3547,Dibetou,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,e66ccf7a-357f-46bd-a88f-43b9ea91feae,1,false,Idemat 2025,,2025-07-29 14:53:38.315037,2025-07-29 14:53:38.315043,
3548,Kauri,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,4a945f68-1726-44e9-9b51-59363894e39a,1,false,Idemat 2025,,2025-07-29 14:53:38.877157,2025-07-29 14:53:38.877171,
3549,Kauri,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,e206592c-a042-4360-99a9-aa0cab893af3,1,false,Idemat 2025,,2025-07-29 14:53:39.438176,2025-07-29 14:53:39.438214,
3550,Kotibe,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFCt,,b795c22e-f8e6-4861-be35-c36975f8ce49,1,false,Idemat 2025,,2025-07-29 14:53:40.009226,2025-07-29 14:53:40.009237,
3551,Kotibe,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,037a75b7-beb9-4128-89df-6b6705031173,1,false,Idemat 2025,,2025-07-29 14:53:40.561929,2025-07-29 14:53:40.561939,
3552,Larch,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,1bb1aa13-effe-4070-a69e-5372d1eabdc6,1,false,Idemat 2025,,2025-07-29 14:53:41.098259,2025-07-29 14:53:41.098264,
3553,Mahogany African,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,0d5c4c54-b202-4859-a6ee-b8994a2e3d51,1,false,Idemat 2025,,2025-07-29 14:53:41.644421,2025-07-29 14:53:41.64443,
3554,Mahogany African,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,8e252106-ebf8-4db6-afc3-eb93ed357594,1,false,Idemat 2025,,2025-07-29 14:53:42.185605,2025-07-29 14:53:42.185611,
3555,Movigui,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,a904c38f-dbc6-4592-a560-85b6ca423890,1,false,Idemat 2025,,2025-07-29 14:53:42.746761,2025-07-29 14:53:42.746768,
3556,Movigui,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,2accdb8a-b891-4d68-b8ca-d86bab85766d,1,false,Idemat 2025,,2025-07-29 14:53:43.303585,2025-07-29 14:53:43.303619,
3557,Mutenye,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFCt,,621ffac8-9e62-4f28-8d37-325dcf7d2323,1,false,Idemat 2025,,2025-07-29 14:53:43.879401,2025-07-29 14:53:43.87941,
3558,Mutenye,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,d75a16f2-061b-4c30-bdd0-c15ba67a9cb5,1,false,Idemat 2025,,2025-07-29 14:53:44.411171,2025-07-29 14:53:44.411181,
3559,Niangon,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,c774b369-3b97-40f9-b0e2-f388a6ec4f4c,1,false,Idemat 2025,,2025-07-29 14:53:45.023139,2025-07-29 14:53:45.023146,
3560,Niangon,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,12258077-eacf-42fc-bdbc-ad3f59cd6ddb,1,false,Idemat 2025,,2025-07-29 14:53:45.575531,2025-07-29 14:53:45.575545,
3561,Olon,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,6a6bd592-b521-48d4-bf78-fa18e9d93c04,1,false,Idemat 2025,,2025-07-29 14:53:46.171893,2025-07-29 14:53:46.171899,
3562,Olon,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,e1cff106-7bbb-492c-ad43-c1a9e51c16e0,1,false,Idemat 2025,,2025-07-29 14:53:46.713942,2025-07-29 14:53:46.713949,
3563,Oregon Pine,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,435fe8af-94f1-4e20-b8a3-ade2bebe7c87,1,false,Idemat 2025,,2025-07-29 14:53:47.250661,2025-07-29 14:53:47.250668,
3564,Oregon Pine,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,fcb8f1bb-675a-4753-8f29-586c5f09ca1c,1,false,Idemat 2025,,2025-07-29 14:53:47.836969,2025-07-29 14:53:47.836975,
3565,Tchitola,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,dd6a01e6-ac8d-4cd9-af15-dc86d71c98a6,1,false,Idemat 2025,,2025-07-29 14:53:48.406384,2025-07-29 14:53:48.40639,
3566,Peroba,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,37babfd6-0d5f-41a8-a189-c47047362b57,1,false,Idemat 2025,,2025-07-29 14:53:49.025506,2025-07-29 14:53:49.025567,
3567,Peroba,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,73e421f6-8b79-4c1d-ab34-5f8f1fc0a7cc,1,false,Idemat 2025,,2025-07-29 14:53:49.607734,2025-07-29 14:53:49.60774,
3568,Pitch Pine,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,c9e4c7e1-a7a5-4ade-bc9f-6feb2c0b703c,1,false,Idemat 2025,,2025-07-29 14:53:50.174284,2025-07-29 14:53:50.174289,
3569,Pitch Pine,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,0cf5a50f-8876-4b80-ad34-2ea4e3516730,1,false,Idemat 2025,,2025-07-29 14:53:50.781777,2025-07-29 14:53:50.781782,
3570,Sapelli,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,ea14a364-a36e-46c2-ab0f-65ffd992fe81,1,false,Idemat 2025,,2025-07-29 14:53:51.333668,2025-07-29 14:53:51.333673,
3571,Sapelli,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,1672bfd7-299c-4363-837a-97eff0d6bda5,1,false,Idemat 2025,,2025-07-29 14:53:51.945664,2025-07-29 14:53:51.945715,
3572,Scots pine,"Material from Idemat 2025 dataset - ",115,,,FSC/PEFC,,7d7d4c99-b027-4fc3-92f1-bc30e2bfda4a,1,false,Idemat 2025,,2025-07-29 14:53:52.50852,2025-07-29 14:53:52.508538,
3573,Tchitola,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,773fb83b-c5b4-4ab8-bdc3-26186e044dd7,1,false,Idemat 2025,,2025-07-29 14:53:53.098282,2025-07-29 14:53:53.098295,
3574,Tiama,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,118ea030-8896-4f64-af6f-ddbe2254cedb,1,false,Idemat 2025,,2025-07-29 14:53:53.742667,2025-07-29 14:53:53.742682,
3575,Tiama,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,62f179f5-f99c-4ec4-aa10-8740b203c0ab,1,false,Idemat 2025,,2025-07-29 14:53:54.498704,2025-07-29 14:53:54.498716,
3576,Walnut,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,67cfefdd-d3a9-4d11-a4c2-dabe9ebf039d,1,false,Idemat 2025,,2025-07-29 14:53:55.047101,2025-07-29 14:53:55.047116,
3577,Yang,"Material from Idemat 2025 dataset - ",115,,,FSC/PEFC,,6e3eb904-8553-444e-88e0-494defcf4967,1,false,Idemat 2025,,2025-07-29 14:53:55.776653,2025-07-29 14:53:55.776688,
3578,Yang,"Material from Idemat 2025 dataset - ",115,,,natural forest clear cut,,4775ac95-d524-41c7-9048-0e64281e9ca8,1,false,Idemat 2025,,2025-07-29 14:53:56.411996,2025-07-29 14:53:56.41201,
3579,Aningre,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,be374f7b-cb6b-4e44-a3b3-cd5f0cb013b5,1,false,Idemat 2025,,2025-07-29 14:53:56.978678,2025-07-29 14:53:56.978737,
3580,Aningre,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,54cb3a76-06b6-45e9-af2f-6c23a9879c72,1,false,Idemat 2025,,2025-07-29 14:53:57.718206,2025-07-29 14:53:57.718212,
3581,Avodire,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,d920d5b4-cfec-4118-a754-c65394ab0afb,1,false,Idemat 2025,,2025-07-29 14:53:58.207337,2025-07-29 14:53:58.207345,
3582,Avodire,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,81a6f4c0-19d2-4bd4-92bc-8f955ff8f2f4,1,false,Idemat 2025,,2025-07-29 14:53:58.688607,2025-07-29 14:53:58.688618,
3583,Balsa,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,e5cc74d9-ff2e-4d96-b422-19add428fec0,1,false,Idemat 2025,,2025-07-29 14:53:59.190195,2025-07-29 14:53:59.190202,
3584,Balsa,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,c4d6bc55-a8df-4a1f-8ec7-49e6ba93953d,1,false,Idemat 2025,,2025-07-29 14:53:59.651764,2025-07-29 14:53:59.65177,
3585,Birch,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,ce8540d3-c52d-4b03-a58c-4db42e62bb13,1,false,Idemat 2025,,2025-07-29 14:54:00.217277,2025-07-29 14:54:00.217282,
3586,Elm,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,64009f36-72d6-43d4-9730-4e8f8717d34f,1,false,Idemat 2025,,2025-07-29 14:54:00.767121,2025-07-29 14:54:00.767126,
3587,Emeri,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,00142454-55a1-478a-ac8f-f8d780100cb5,1,false,Idemat 2025,,2025-07-29 14:54:01.307272,2025-07-29 14:54:01.307278,
3588,Emeri,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,f24df145-16cc-4281-82b8-cb3c37bbec82,1,false,Idemat 2025,,2025-07-29 14:54:01.838764,2025-07-29 14:54:01.838777,
3589,Hemlock,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFCt,,0bf9f120-7349-41b9-8adc-bdb616d31e89,1,false,Idemat 2025,,2025-07-29 14:54:02.378801,2025-07-29 14:54:02.378809,
3590,Hickory,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFCt,,7e158e1e-eed2-443f-ad8f-94454b6c8127,1,false,Idemat 2025,,2025-07-29 14:54:02.90022,2025-07-29 14:54:02.900226,
3591,Limba,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,4a4a38dc-eea4-4e71-b7ce-b7547a528d5b,1,false,Idemat 2025,,2025-07-29 14:54:03.43326,2025-07-29 14:54:03.433265,
3592,Limba,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,6f49bef0-cbe8-4255-b073-043b958621c9,1,false,Idemat 2025,,2025-07-29 14:54:04.045035,2025-07-29 14:54:04.045046,
3593,Menkulang,"Material from Idemat 2025 dataset - ",115,,,FSC/PEFC,,7de9cf91-805e-49c3-af07-5ba8a65777e2,1,false,Idemat 2025,,2025-07-29 14:54:04.603082,2025-07-29 14:54:04.603087,
3594,Menkulang,"Material from Idemat 2025 dataset - ",115,,,natural forest clear cut,,6f3e46f2-c700-4afc-8ea1-2160d39d6745,1,false,Idemat 2025,,2025-07-29 14:54:05.232515,2025-07-29 14:54:05.232519,
3595,Mersawa,"Material from Idemat 2025 dataset - ",115,,,FSC/PEFC,,8d45a091-baab-4c6d-90ed-367aadd01969,1,false,Idemat 2025,,2025-07-29 14:54:05.865981,2025-07-29 14:54:05.865988,
3596,Mersawa,"Material from Idemat 2025 dataset - ",115,,,natural forest clear cut,,d42bb5ed-cf69-4a39-bab8-26708059c470,1,false,Idemat 2025,,2025-07-29 14:54:06.431533,2025-07-29 14:54:06.431539,
3597,Okoume FSC/PEFC forest,"Material from Idemat 2025 dataset - ",106,,,,,7a957c29-1bd7-41d1-83da-90f3b2568945,1,false,Idemat 2025,,2025-07-29 14:54:06.988412,2025-07-29 14:54:06.988421,
3598,Okoume,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,8f51c6a3-3ae0-40b7-a2bd-49a759eb8775,1,false,Idemat 2025,,2025-07-29 14:54:07.684107,2025-07-29 14:54:07.684112,
3599,Parana Pine,"Material from Idemat 2025 dataset - ",115,,,FSC/PEFC,,403585e9-b195-4c27-98f2-b381e13f0e4d,1,false,Idemat 2025,,2025-07-29 14:54:08.269562,2025-07-29 14:54:08.269569,
3600,Parana Pine,"Material from Idemat 2025 dataset - ",115,,,natural forest clear cut,,638c6ba6-9596-4ed1-b57f-5df723a14b55,1,false,Idemat 2025,,2025-07-29 14:54:09.029375,2025-07-29 14:54:09.029688,
3601,Radiata Pine,"Material from Idemat 2025 dataset - ",115,,,FSC/PEFC,,57f5feda-b033-4c73-9b63-c2ba2a3be1fd,1,false,Idemat 2025,,2025-07-29 14:54:09.888433,2025-07-29 14:54:09.888444,
3602,Red oak,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,c38bfa89-9e31-4080-9375-c04562eadac1,1,false,Idemat 2025,,2025-07-29 14:54:10.498944,2025-07-29 14:54:10.498954,
3603,Silver fir,"Material from Idemat 2025 dataset - ",115,,,FSC/PEFC,,4d33c161-d924-4c97-a03b-e8930d4c4824,1,false,Idemat 2025,,2025-07-29 14:54:11.179171,2025-07-29 14:54:11.179185,
3604,Spruce European,"Material from Idemat 2025 dataset - ",115,,,FSC/PEFC,,4333b404-8447-4065-bf6b-9ff65eb43ca3,1,false,Idemat 2025,,2025-07-29 14:54:11.849502,2025-07-29 14:54:11.849512,
3605,Yellow pine,"Material from Idemat 2025 dataset - ",115,,,FSC/PEFC,,342f0d51-24db-41bb-8ed0-963fb45ad29b,1,false,Idemat 2025,,2025-07-29 14:54:12.582588,2025-07-29 14:54:12.582598,
3606,Abura,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,b8563743-1512-4066-a060-d4db209e09cc,1,false,Idemat 2025,,2025-07-29 14:54:13.131042,2025-07-29 14:54:13.131046,
3607,Abura,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,521775e6-716a-4237-baf9-56c1d9139c86,1,false,Idemat 2025,,2025-07-29 14:54:13.672415,2025-07-29 14:54:13.67242,
3608,Ahorn,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,6fb3bd79-65c1-4503-802d-68e2515e2686,1,false,Idemat 2025,,2025-07-29 14:54:14.208418,2025-07-29 14:54:14.208509,
3609,Alder,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,d233e12b-fc67-4aeb-b990-305d31996cf7,1,false,Idemat 2025,,2025-07-29 14:54:14.758145,2025-07-29 14:54:14.75815,
3610,Antiaris,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,f4b871f2-ff47-42f5-9753-f4d18c7754ec,1,false,Idemat 2025,,2025-07-29 14:54:15.312973,2025-07-29 14:54:15.312984,
3611,Antiaris,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,aaf2b88f-2eaf-444b-bc8c-7516296d8aac,1,false,Idemat 2025,,2025-07-29 14:54:15.872512,2025-07-29 14:54:15.872517,
3612,Ash,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,166ec4ec-a485-41e4-9fbf-a387f92dec83,1,false,Idemat 2025,,2025-07-29 14:54:16.390458,2025-07-29 14:54:16.390463,
3613,Aspen,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,a195c646-74af-4f4a-9c7f-49164633f738,1,false,Idemat 2025,,2025-07-29 14:54:16.940317,2025-07-29 14:54:16.940322,
3614,Baboen,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,d0556b02-ae10-49d0-8c55-3780f8c838f4,1,false,Idemat 2025,,2025-07-29 14:54:17.490691,2025-07-29 14:54:17.490696,
3615,Baboen,"Material from Idemat 2025 dataset - ",124,,,natural forest clear cut,,33b01bf3-e012-4d9e-bbaf-fea628581729,1,false,Idemat 2025,,2025-07-29 14:54:18.022927,2025-07-29 14:54:18.022932,
3616,Beech European,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,15960685-a1a9-4809-a564-0283ba8845be,1,false,Idemat 2025,,2025-07-29 14:54:18.550753,2025-07-29 14:54:18.550757,
3617,Black poplar,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,416b6de2-ddd2-4c27-b69c-e5dd6eb2f34b,1,false,Idemat 2025,,2025-07-29 14:54:19.115635,2025-07-29 14:54:19.11564,
3618,Blue gum,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,899085e1-12f8-4f12-8e09-597554a7af03,1,false,Idemat 2025,,2025-07-29 14:54:19.669701,2025-07-29 14:54:19.66971,
3619,Blue gum,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,bd9aaaa1-db7e-41eb-97f3-b29f88a7f589,1,false,Idemat 2025,,2025-07-29 14:54:20.205881,2025-07-29 14:54:20.205887,
3620,Canaria,"Material from Idemat 2025 dataset - ",115,,,FSC/PEFC,,0d945a24-6e1d-479d-b726-9cef44e3947a,1,false,Idemat 2025,,2025-07-29 14:54:21.501514,2025-07-29 14:54:21.501521,
3621,Canaria,"Material from Idemat 2025 dataset - ",115,,,natural forest clear cut,,e2473ffd-fb8d-4ea1-87b6-9fe88fb69d0d,1,false,Idemat 2025,,2025-07-29 14:54:22.486274,2025-07-29 14:54:22.486281,
3622,Cottonwood,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,5c7190e0-beef-4e7a-a0c9-f4bd0d46cd39,1,false,Idemat 2025,,2025-07-29 14:54:23.17626,2025-07-29 14:54:23.176271,
3623,Cottonwood,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,976cc70c-78c8-4c11-8b21-c8d206d61361,1,false,Idemat 2025,,2025-07-29 14:54:23.752404,2025-07-29 14:54:23.752409,
3624,Hornbean,"Material from Idemat 2025 dataset - ",115,,,FSC/PEFC,,9223c300-075e-4866-b681-dc950fe00f46,1,false,Idemat 2025,,2025-07-29 14:54:24.327094,2025-07-29 14:54:24.327103,
3625,Horse chestnut,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,bce20a83-1b88-4776-8585-1f1f6885e576,1,false,Idemat 2025,,2025-07-29 14:54:24.940466,2025-07-29 14:54:24.940473,
3626,Ilomba,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,8c1ec39f-fa13-4832-b87d-f35aab13f58f,1,false,Idemat 2025,,2025-07-29 14:54:25.550203,2025-07-29 14:54:25.550212,
3627,Ilomba,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,500aeb26-77ac-4fbd-9cae-abeb0ef026aa,1,false,Idemat 2025,,2025-07-29 14:54:26.319027,2025-07-29 14:54:26.319032,
3628,Koto,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,c5a63766-6fb1-426f-ab67-4231d5583059,1,false,Idemat 2025,,2025-07-29 14:54:27.002797,2025-07-29 14:54:27.002805,
3629,Koto,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,44f815b5-576e-43e9-bf46-aaab5e05d93d,1,false,Idemat 2025,,2025-07-29 14:54:27.807194,2025-07-29 14:54:27.807198,
3630,Linde,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,4ea3ff8c-e9ef-44da-9b9a-5b94a82d23c4,1,false,Idemat 2025,,2025-07-29 14:54:28.583214,2025-07-29 14:54:28.583219,
3631,Platan,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,67688bc9-8fb8-43c1-8e0b-a942aa494719,1,false,Idemat 2025,,2025-07-29 14:54:29.300893,2025-07-29 14:54:29.300898,
3632,Poplar,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,d3ca379a-06da-4ca6-b092-f46b5bd74244,1,false,Idemat 2025,,2025-07-29 14:54:29.976287,2025-07-29 14:54:29.976297,
3633,Sycamore,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,1a6b2eff-4214-4e07-9da9-9f0ba98333f1,1,false,Idemat 2025,,2025-07-29 14:54:30.522688,2025-07-29 14:54:30.522693,
3634,Wawa,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,0411ec2a-5c43-41e2-b2d6-6a412270a1ac,1,false,Idemat 2025,,2025-07-29 14:54:31.067963,2025-07-29 14:54:31.067969,
3635,Wawa,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,0360f069-705b-4b52-a189-6f8a795f8dc8,1,false,Idemat 2025,,2025-07-29 14:54:31.58875,2025-07-29 14:54:31.588755,
3636,Willow,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,5ad788c0-72fe-47a8-8dea-e2d3c211c9b3,1,false,Idemat 2025,,2025-07-29 14:54:32.105848,2025-07-29 14:54:32.105855,
3637,Anzala (Mukulungu),"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,ad60afdb-0461-434d-9109-8bea852bf3d0,1,false,Idemat 2025,,2025-07-29 14:54:32.64739,2025-07-29 14:54:32.647396,
3638,Anzala (Mukulungu),"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,3664d0d5-5f48-4b49-a13f-4f95e416239a,1,false,Idemat 2025,,2025-07-29 14:54:33.207852,2025-07-29 14:54:33.207857,
3639,Coromandel Ebony,"Material from Idemat 2025 dataset - ",106,,,FSC/PEFC,,b69c78cb-3596-453c-a84d-e5d5d09f4899,1,false,Idemat 2025,,2025-07-29 14:54:33.734028,2025-07-29 14:54:33.734033,
3640,Coromandel Ebony,"Material from Idemat 2025 dataset - ",106,,,natural forest clear cut,,02f7a768-7dee-4be2-a3f8-be55b1d3da56,1,false,Idemat 2025,,2025-07-29 14:54:34.281856,2025-07-29 14:54:34.281861,
3641,Dabema,"Material from Idemat 2025 dataset - ",124,,,FSC/PEFC,,40e96bf7-c4d8-49fa-a3d8-f764501b8303,1,false,Idemat 2025,,2025-07-29 14:54:34.839689,2025-07-29 14:54:34.839694,
