id,material_id,value,value_min,value_max,test_standard,notes,source,is_verified,created_at,updated_at,property_id,property_category,unit,created_by
31357,3011,0.012847094,,,,,,false,2025-07-29 14:48:34.596513+00,2025-07-29 14:48:34.596523+00,168,,,
31358,3011,0.00039438772,,,,,,false,2025-07-29 14:48:34.622535+00,2025-07-29 14:48:34.622539+00,167,,,
31359,3011,0.00029988,,,,,,false,2025-07-29 14:48:34.652788+00,2025-07-29 14:48:34.652793+00,170,,,
31360,3011,0.0000007702095,,,,,,false,2025-07-29 14:48:34.709114+00,2025-07-29 14:48:34.709122+00,169,,,
31361,3011,0.0000000014585345,,,,,,false,2025-07-29 14:48:34.738679+00,2025-07-29 14:48:34.738684+00,166,,,
31362,3011,0.042,,,,,,false,2025-07-29 14:48:34.771964+00,2025-07-29 14:48:34.771969+00,171,,,
31363,3011,0.0000263,,,,,,false,2025-07-29 14:48:34.798034+00,2025-07-29 14:48:34.798041+00,165,,,
31364,3011,0.048,,,,,,false,2025-07-29 14:48:34.82376+00,2025-07-29 14:48:34.823767+00,160,,,
31365,3011,0.02889870588,,,,,,false,2025-07-29 14:48:34.862519+00,2025-07-29 14:48:34.862527+00,161,,,
31366,3011,0.02734726461,,,,,,false,2025-07-29 14:48:34.901755+00,2025-07-29 14:48:34.901761+00,162,,,
31367,3011,0.02734726461,,,,,,false,2025-07-29 14:48:34.927046+00,2025-07-29 14:48:34.927053+00,163,,,
31368,3011,0.4958,,,,,,false,2025-07-29 14:48:34.956769+00,2025-07-29 14:48:34.956774+00,164,,,
31369,3012,0.26,,,,,,false,2025-07-29 14:48:35.02714+00,2025-07-29 14:48:35.027148+00,76,,,
31370,3012,1.45,,,,,,false,2025-07-29 14:48:35.054843+00,2025-07-29 14:48:35.054848+00,74,,kg CO2e/kg,
31371,3012,22.0,,,,,,false,2025-07-29 14:48:35.082265+00,2025-07-29 14:48:35.082277+00,159,,,
31372,3012,0.027316368,,,,,,false,2025-07-29 14:48:35.110659+00,2025-07-29 14:48:35.110667+00,172,,,
31373,3012,0.02471062,,,,,,false,2025-07-29 14:48:35.135787+00,2025-07-29 14:48:35.135792+00,168,,,
31374,3012,0.0011536401,,,,,,false,2025-07-29 14:48:35.16264+00,2025-07-29 14:48:35.162647+00,167,,,
31375,3012,0.0014521082,,,,,,false,2025-07-29 14:48:35.193074+00,2025-07-29 14:48:35.193081+00,170,,,
31376,3012,0.000001481452,,,,,,false,2025-07-29 14:48:35.22192+00,2025-07-29 14:48:35.221926+00,169,,,
31377,3012,0.0000000042664203,,,,,,false,2025-07-29 14:48:35.257154+00,2025-07-29 14:48:35.257162+00,166,,,
31378,3012,0.2033765,,,,,,false,2025-07-29 14:48:35.28597+00,2025-07-29 14:48:35.285976+00,171,,,
31379,3012,0.0000722,,,,,,false,2025-07-29 14:48:35.318092+00,2025-07-29 14:48:35.318097+00,165,,,
31380,3012,0.21679919,,,,,,false,2025-07-29 14:48:35.346022+00,2025-07-29 14:48:35.346066+00,160,,,
31381,3012,0.03012694181,,,,,,false,2025-07-29 14:48:35.37277+00,2025-07-29 14:48:35.372774+00,161,,,
31382,3012,0.01659941075,,,,,,false,2025-07-29 14:48:35.405674+00,2025-07-29 14:48:35.40568+00,162,,,
31383,3012,0.01888295205,,,,,,false,2025-07-29 14:48:35.43179+00,2025-07-29 14:48:35.4318+00,163,,,
31384,3012,0.01519629298,,,,,,false,2025-07-29 14:48:35.457598+00,2025-07-29 14:48:35.457608+00,164,,,
31385,3013,0.34,,,,,,false,2025-07-29 14:48:35.515312+00,2025-07-29 14:48:35.515327+00,76,,,
31386,3013,1.82,,,,,,false,2025-07-29 14:48:35.542037+00,2025-07-29 14:48:35.542044+00,74,,kg CO2e/kg,
31387,3013,23.3,,,,,,false,2025-07-29 14:48:35.570131+00,2025-07-29 14:48:35.570135+00,159,,,
31388,3013,0.036445157,,,,,,false,2025-07-29 14:48:35.598898+00,2025-07-29 14:48:35.598909+00,172,,,
31389,3013,0.033492954,,,,,,false,2025-07-29 14:48:35.634733+00,2025-07-29 14:48:35.634737+00,168,,,
31390,3013,0.0015124985,,,,,,false,2025-07-29 14:48:35.673972+00,2025-07-29 14:48:35.673979+00,167,,,
31391,3013,0.0014397045,,,,,,false,2025-07-29 14:48:35.706966+00,2025-07-29 14:48:35.706973+00,170,,,
31392,3013,0.0000020079709,,,,,,false,2025-07-29 14:48:35.735538+00,2025-07-29 14:48:35.735544+00,169,,,
31393,3013,0.0000000055935595,,,,,,false,2025-07-29 14:48:35.764465+00,2025-07-29 14:48:35.764474+00,166,,,
31394,3013,0.20163928,,,,,,false,2025-07-29 14:48:35.792659+00,2025-07-29 14:48:35.792666+00,171,,,
31395,3013,0.00012370098,,,,,,false,2025-07-29 14:48:35.821874+00,2025-07-29 14:48:35.821878+00,165,,,
31396,3013,0.27282124,,,,,,false,2025-07-29 14:48:35.852151+00,2025-07-29 14:48:35.852155+00,160,,,
31397,3013,0.04688642926,,,,,,false,2025-07-29 14:48:35.877645+00,2025-07-29 14:48:35.877652+00,161,,,
31398,3013,0.02819914542,,,,,,false,2025-07-29 14:48:35.906168+00,2025-07-29 14:48:35.906173+00,162,,,
31399,3013,0.0302091105,,,,,,false,2025-07-29 14:48:35.933354+00,2025-07-29 14:48:35.933361+00,163,,,
31400,3013,0.0197225347,,,,,,false,2025-07-29 14:48:35.959976+00,2025-07-29 14:48:35.959985+00,164,,,
31401,3014,0.53,,,,,,false,2025-07-29 14:48:36.018849+00,2025-07-29 14:48:36.018883+00,76,,,
31402,3014,2.89,,,,,,false,2025-07-29 14:48:36.048017+00,2025-07-29 14:48:36.048024+00,74,,kg CO2e/kg,
